route_no,stop_sequence,stop_name,latitude,longitude
226C,5,School,12.836550308606,77.410706490949
226C,6,Manchanayakanahalli,12.8345341213396,77.414444485034
226C,7,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226C,8,Hejjala Cross,12.8554914622692,77.4268159746134
226C,9,Kanaminaki Colony,12.858213385438,77.4290056389966
226C,10,Kanminike,12.8631888104552,77.4336216621738
226C,11,Swaminarayana Gurukul,12.86666,77.43666
226C,12,Pepsi Gate,12.8725439217,77.4395273253
226C,13,Kumbalagodu,12.8794301344213,77.4459705229486
226C,14,Ramohalli Cross,12.8871709774822,77.4511358198002
226C,15,Anche Palya,12.8924006799118,77.4574461787095
226C,16,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226C,17,Basavanagara,12.9009661616707,77.4670353515527
226C,18,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226C,19,Kengeri Police Station,12.91048265,77.48319013
226C,20,Kengeri TTMC,12.91390887,77.48630136
226C,21,Mylasandra Gate,12.91856635,77.49101582
226C,22,RV College,12.92549401,77.49936587
226C,23,Jayaram Das Factory,12.93094676,77.50609263
226C,24,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226C,25,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226C,26,BWSSB Quarters,12.9397491,77.52345121
226C,27,Nayandahalli,12.94319771,77.52599614
226C,28,BHEL Gate,12.94965929,77.53658614
226C,29,Bapuji Nagara,12.95357632,77.54215453
226C,30,New Guddadahalli,12.95576633,77.54564716
226C,31,Azad Nagar,12.95724423,77.55133839
226C,32,Sirsi Circle,12.9604612,77.55693463
226C,33,Royan Circle,12.9611695558,77.5688594207
226C,34,Krishnarajendra Market,12.9613111,77.57513928
226D,1,Vajara Halli,12.8232286680087,77.391315353637
226D,2,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226D,3,Veeranjaneya Temple,12.829629248,77.4122009799
226D,4,Manchanayakanahalli,12.8345341213396,77.414444485034
226D,5,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226D,6,Hejjala Cross,12.8554914622692,77.4268159746134
226D,7,Kanaminaki Colony,12.858213385438,77.4290056389966
226D,8,Kanminike,12.8631888104552,77.4336216621738
226D,9,Swaminarayana Gurukul,12.86666,77.43666
226D,10,Pepsi Gate,12.8725439217,77.4395273253
226D,11,Kumbalagodu,12.8794301344213,77.4459705229486
226D,12,Ramohalli Cross,12.8871709774822,77.4511358198002
226D,13,Anche Palya,12.8924006799118,77.4574461787095
226D,14,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226D,15,Basavanagara,12.9009661616707,77.4670353515527
226D,16,Nice Road Junction Kengeri,12.90477465171,77.4706548703156
226D,17,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226D,18,Kengeri Police Station,12.91048265,77.48319013
226D,19,Kengeri TTMC,12.91390887,77.48630136
226D,20,Mylasandra Gate,12.91856635,77.49101582
226D,21,RV College,12.92549401,77.49936587
226D,22,Jayaram Das Factory,12.93094676,77.50609263
226D,23,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226D,24,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226D,25,BWSSB Quarters,12.9397491,77.52345121
226D,26,Nayandahalli,12.94319771,77.52599614
226D,27,BHEL Gate,12.94965929,77.53658614
226D,28,Bapuji Nagara,12.95357632,77.54215453
226D,29,New Guddadahalli,12.95576633,77.54564716
226D,30,Azad Nagar,12.95724423,77.55133839
226D,31,Sirsi Circle,12.9604612,77.55693463
226D,32,Royan Circle,12.9611695558,77.5688594207
226D,33,Krishnarajendra Market,12.9613111,77.57513928
226E,1,Channegowdana Doddi,12.8068046487703,77.4287417137298
226E,2,Talaguppe,12.8116338824999,77.4333345492647
226E,3,Hampapura,12.8306403383742,77.4288562284244
226E,4,Manchanayakanahalli,12.8345341213396,77.414444485034
226E,5,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226E,6,Hejjala Cross,12.8554914622692,77.4268159746134
226E,7,Kanaminaki Colony,12.858213385438,77.4290056389966
226E,8,Kanminike,12.8631888104552,77.4336216621738
226E,9,Swaminarayana Gurukul,12.86666,77.43666
226E,10,Pepsi Gate,12.8725439217,77.4395273253
226E,11,Kumbalagodu,12.8794301344213,77.4459705229486
226E,12,Ramohalli Cross,12.8871709774822,77.4511358198002
226E,13,Anche Palya,12.8924006799118,77.4574461787095
226E,14,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226E,15,Basavanagara,12.9009661616707,77.4670353515527
226E,16,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226E,17,Kengeri Police Station,12.91048265,77.48319013
226E,18,Kengeri TTMC,12.91390887,77.48630136
226E,19,Mylasandra Gate,12.91856635,77.49101582
226E,20,Dubasi Palya Cross,12.92298999,77.49609302
226E,21,RV College,12.92549401,77.49936587
226E,22,Jayaram Das Factory,12.93094676,77.50609263
226E,23,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226E,24,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226E,25,BWSSB Quarters,12.9397491,77.52345121
226E,26,Nayandahalli,12.94319771,77.52599614
226E,27,Quality Biscuits,12.94721895,77.53192391
226E,28,BHEL Gate,12.94965929,77.53658614
226E,29,Bapuji Nagara,12.95357632,77.54215453
226E,30,New Guddadahalli,12.95576633,77.54564716
226E,31,Azad Nagar,12.95724423,77.55133839
226E,32,Sirsi Circle,12.9604612,77.55693463
226E,33,Royan Circle,12.9611695558,77.5688594207
226E,34,Krishnarajendra Market,12.9613111,77.57513928
226F,1,Bidadi,12.7973839827,77.3847758956
226F,2,KHB Colony,12.8026123121589,77.3864742969624
226F,3,Kethaganahalli,12.8133589681,77.3904846422
226F,4,Vajara Halli,12.8232286680087,77.391315353637
226F,5,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226F,6,Veeranjaneya Temple,12.829629248,77.4122009799
226F,7,Manchanayakanahalli,12.8345341213396,77.414444485034
226F,8,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226F,9,Hejjala Cross,12.8554914622692,77.4268159746134
226F,10,Kanaminaki Colony,12.858213385438,77.4290056389966
226F,11,Kanminike,12.8631888104552,77.4336216621738
226F,12,Swaminarayana Gurukul,12.86666,77.43666
226F,13,Pepsi Gate,12.8725439217,77.4395273253
226F,14,Kumbalagodu,12.8794301344213,77.4459705229486
226F,15,Ramohalli Cross,12.8871709774822,77.4511358198002
226F,16,Anche Palya,12.8924006799118,77.4574461787095
226F,17,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226F,18,Basavanagara,12.9009661616707,77.4670353515527
226F,19,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226F,20,Kengeri Police Station,12.91048265,77.48319013
226F,21,Kengeri TTMC,12.91390887,77.48630136
226F,22,Mylasandra Gate,12.91856635,77.49101582
226F,23,Dubasi Palya Cross,12.92298999,77.49609302
226F,24,RV College,12.92549401,77.49936587
226F,25,Jayaram Das Factory,12.93094676,77.50609263
226F,26,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226F,27,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226F,28,BWSSB Quarters,12.9397491,77.52345121
226F,29,Nayandahalli,12.94319771,77.52599614
226F,30,Quality Biscuits,12.94721895,77.53192391
226F,31,BHEL Gate,12.94965929,77.53658614
226F,32,Bapuji Nagara,12.95357632,77.54215453
226F,33,New Guddadahalli,12.95576633,77.54564716
226F,34,Azad Nagar,12.95724423,77.55133839
226F,35,Sirsi Circle,12.9604612,77.55693463
226F,36,Royan Circle,12.9611695558,77.5688594207
226F,37,Krishnarajendra Market,12.9613111,77.57513928
226G,1,Bidadi,12.7973839827,77.3847758956
226G,2,Railway Station Bidadi,12.7997756334647,77.3908267311295
226G,3,Byramangala Cross,12.8036132455,77.398157604
226G,4,Billakempana Halli,12.8122179415847,77.403921068496
226G,5,Kadumane Hotel,12.8156213764586,77.4073496392469
226G,6,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226G,7,Veeranjaneya Temple,12.829629248,77.4122009799
226G,8,Manchanayakanahalli,12.8345341213396,77.414444485034
226G,9,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226G,10,Hejjala Cross,12.8554914622692,77.4268159746134
226G,11,Kanaminaki Colony,12.858213385438,77.4290056389966
226G,12,Kanminike,12.8631888104552,77.4336216621738
226G,13,Swaminarayana Gurukul,12.86666,77.43666
226G,14,Pepsi Gate,12.8725439217,77.4395273253
226G,15,Kumbalagodu,12.8794301344213,77.4459705229486
226G,16,Ramohalli Cross,12.8871709774822,77.4511358198002
226G,17,Anche Palya,12.8924006799118,77.4574461787095
226G,18,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226G,19,Basavanagara,12.9009661616707,77.4670353515527
226G,20,Nice Road Junction Kengeri,12.90477465171,77.4706548703156
226G,21,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226G,22,Kengeri Police Station,12.91048265,77.48319013
226G,23,Kengeri TTMC,12.91390887,77.48630136
226G,24,Mylasandra Gate,12.91856635,77.49101582
226G,25,RV College,12.92549401,77.49936587
226G,26,Jayaram Das Factory,12.93094676,77.50609263
226G,27,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226G,28,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226G,29,BWSSB Quarters,12.9397491,77.52345121
226G,30,Nayandahalli,12.94319771,77.52599614
226G,31,BHEL Gate,12.94965929,77.53658614
226G,32,Bapuji Nagara,12.95357632,77.54215453
226G,33,New Guddadahalli,12.95576633,77.54564716
226G,34,Azad Nagar,12.95724423,77.55133839
226G,35,Sirsi Circle,12.9604612,77.55693463
226G,36,Royan Circle,12.9611695558,77.5688594207
226G,37,Krishnarajendra Market,12.9613111,77.57513928
226G,38,Town Hall,12.96393155,77.58425661
226G,39,Corporation,12.9685279448,77.5864692125
226G,40,Mysore Bank,12.9746610671,77.5819961261
226G,41,Maharani College,12.9770685174,77.585960431
226G,42,Vidhana Soudha,12.9805501085,77.5932044908
226G,43,Indian Express,12.98419508,77.59868865
226G,44,Shivajinagar Bus Station,12.9834606654239,77.6030772824109
226H,1,Bidadi,12.7973839827,77.3847758956
226H,2,Railway Station Bidadi,12.7997756334647,77.3908267311295
226H,3,Byramangala Cross,12.8036132455,77.398157604
226H,4,Billakempana Halli,12.8122179415847,77.403921068496
226H,5,Kadumane Hotel,12.8156213764586,77.4073496392469
226H,6,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226H,7,Veeranjaneya Temple,12.829629248,77.4122009799
226H,8,Manchanayakanahalli,12.8345341213396,77.414444485034
226H,9,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226H,10,Hejjala Cross,12.8554914622692,77.4268159746134
226H,11,Kanaminaki Colony,12.858213385438,77.4290056389966
226H,12,Kanminike,12.8631888104552,77.4336216621738
226H,13,Swaminarayana Gurukul,12.86666,77.43666
226H,14,Pepsi Gate,12.8725439217,77.4395273253
226H,15,Kumbalagodu,12.8794301344213,77.4459705229486
226H,16,Ramohalli Cross,12.8871709774822,77.4511358198002
226H,17,Anche Palya,12.8924006799118,77.4574461787095
226H,18,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226H,19,Basavanagara,12.9009661616707,77.4670353515527
226H,20,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226H,21,Kengeri Police Station,12.91048265,77.48319013
226H,22,Kengeri TTMC,12.91390887,77.48630136
226H,23,Mylasandra Gate,12.91856635,77.49101582
226H,24,Dubasi Palya Cross,12.92298999,77.49609302
226H,25,RV College,12.92549401,77.49936587
226H,26,Jayaram Das Factory,12.93094676,77.50609263
226H,27,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226H,28,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226H,29,BWSSB Quarters,12.9397491,77.52345121
226H,30,Nayandahalli,12.94319771,77.52599614
226H,31,Virabhadranagara Cross,12.9380825240388,77.5337524901504
226H,32,PES College,12.93505,77.53694
226H,33,Hosakerehalli Cross,12.9300788138,77.5439977739
226H,34,Janatha Bazar,12.9284066241,77.5460153818
226H,35,Banashankari 3rd Stage 3rd Phase,12.9250089023591,77.5508426665613
226H,36,Kamakya Talkies,12.9237692524,77.5541000627
226H,37,Devegowda Petrol Bunk,12.9228205048,77.5602472667
226H,38,Kempegowda Medical  Hospital,12.9269235302,77.5613870379
226H,39,Indira Nursing Home Tyagarajanagar,12.9292645119,77.5641326141
226H,40,Post Office,12.9263340309,77.5698779896
226H,41,Cauvery Nagara,12.919774,77.569262
226H,42,Yarab Nagara,12.9160760563801,77.5693629166801
226H,43,Banashankari Bus Station,12.9182,77.5733
226J,1,Thimmappana Palya,12.8416592272924,77.3922994633868
226J,2,Jadenahalli,12.8395875834065,77.3963210118232
226J,3,Hakki Pikki Colony Cross,12.83934,77.39902
226J,4,Wonderla Park,12.8383000194177,77.4026991898774
226J,5,School,12.836550308606,77.410706490949
226J,6,Wonderla Gate,12.834595358,77.4144648481
226J,7,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226J,8,Hejjala Cross,12.8554914622692,77.4268159746134
226J,9,Kanaminaki Colony,12.858213385438,77.4290056389966
226J,10,Kanminike,12.8631888104552,77.4336216621738
226J,11,Swaminarayana Gurukul,12.86666,77.43666
226J,12,Pepsi Gate,12.8725439217,77.4395273253
226J,13,Kumbalagodu,12.8794301344213,77.4459705229486
226J,14,Ramohalli Cross,12.8871709774822,77.4511358198002
226J,15,Anche Palya,12.8924006799118,77.4574461787095
226J,16,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226J,17,Basavanagara,12.9009661616707,77.4670353515527
226J,18,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226J,19,Kengeri Police Station,12.91048265,77.48319013
226J,20,Kengeri TTMC,12.91390887,77.48630136
226J,21,Mylasandra Gate,12.91856635,77.49101582
226J,22,Dubasi Palya Cross,12.92298999,77.49609302
226J,23,RV College,12.92549401,77.49936587
226J,24,Jayaram Das Factory,12.93094676,77.50609263
226J,25,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226J,26,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226J,27,BWSSB Quarters,12.9397491,77.52345121
226J,28,Nayandahalli,12.94319771,77.52599614
226J,29,Quality Biscuits,12.94721895,77.53192391
226J,30,BHEL Gate,12.94965929,77.53658614
226J,31,Bapuji Nagara,12.95357632,77.54215453
226J,32,New Guddadahalli,12.95576633,77.54564716
226J,33,Azad Nagar,12.95724423,77.55133839
226J,34,Sirsi Circle,12.9604612,77.55693463
226J,35,Vinayaka Talkies KR Market,12.96328,77.56717
226J,36,Veterinary Hospital,12.965343995,77.56816037
226J,37,Goodshed Road Gate,12.9681187418378,77.5680068206731
226J,38,Kempegowda Bus Station,12.978062,77.572342
226K,1,Shanumangala,12.7949056216,77.4314635154
226K,2,Gollarapalya,12.8015154228,77.4251073506
226K,3,Eagleton Gate,12.8107021563,77.4160248041
226K,4,Kadumane Hotel,12.8156213764586,77.4073496392469
226K,5,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226K,6,Veeranjaneya Temple,12.829629248,77.4122009799
226K,7,Manchanayakanahalli,12.8345341213396,77.414444485034
226K,8,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226K,9,Hejjala Cross,12.8554914622692,77.4268159746134
226K,10,Kanaminaki Colony,12.858213385438,77.4290056389966
226K,11,Kanminike,12.8631888104552,77.4336216621738
226K,12,Swaminarayana Gurukul,12.86666,77.43666
226K,13,Pepsi Gate,12.8725439217,77.4395273253
226K,14,Kumbalagodu,12.8794301344213,77.4459705229486
226K,15,Ramohalli Cross,12.8871709774822,77.4511358198002
226K,16,Anche Palya,12.8924006799118,77.4574461787095
226K,17,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226K,18,Basavanagara,12.9009661616707,77.4670353515527
226K,19,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226K,20,Kengeri Police Station,12.91048265,77.48319013
226K,21,Kengeri TTMC,12.91390887,77.48630136
226K,22,Mylasandra Gate,12.91856635,77.49101582
226K,23,Dubasi Palya Cross,12.92298999,77.49609302
226K,24,RV College,12.92549401,77.49936587
226K,25,Jayaram Das Factory,12.93094676,77.50609263
226K,26,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226K,27,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226K,28,BWSSB Quarters,12.9397491,77.52345121
226K,29,Nayandahalli,12.94319771,77.52599614
226K,30,Quality Biscuits,12.94721895,77.53192391
226K,31,BHEL Gate,12.94965929,77.53658614
226K,32,Bapuji Nagara,12.95357632,77.54215453
226K,33,New Guddadahalli,12.95576633,77.54564716
226K,34,Azad Nagar,12.95724423,77.55133839
226K,35,Sirsi Circle,12.9604612,77.55693463
226K,36,Royan Circle,12.9611695558,77.5688594207
226K,37,Krishnarajendra Market,12.9613111,77.57513928
226L,1,Hakki Pikki Colony,12.84457,77.39997
226L,2,Hakki Pikki Colony Cross,12.83934,77.39902
226L,3,Wonderla Park,12.8383000194177,77.4026991898774
226L,4,School,12.836550308606,77.410706490949
226L,5,Manchanayakanahalli,12.8345341213396,77.414444485034
226L,6,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226L,7,Tibetian College,12.850510329,77.4241675716
226L,8,Hejjala Cross,12.8554914622692,77.4268159746134
226L,9,Kanaminaki Colony,12.858213385438,77.4290056389966
226L,10,Kanminike,12.8631888104552,77.4336216621738
226L,11,Swaminarayana Gurukul,12.86666,77.43666
226L,12,Pepsi Gate,12.8725439217,77.4395273253
226L,13,Kumbalagodu,12.8794301344213,77.4459705229486
226L,14,Ramohalli Cross,12.8871709774822,77.4511358198002
226L,15,Anche Palya,12.8924006799118,77.4574461787095
226L,16,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226L,17,Basavanagara,12.9009661616707,77.4670353515527
226L,18,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226L,19,Kengeri Police Station,12.91048265,77.48319013
226L,20,Kengeri TTMC,12.91390887,77.48630136
226L,21,Mylasandra Gate,12.91856635,77.49101582
226L,22,Dubasi Palya Cross,12.92298999,77.49609302
226L,23,RV College,12.92549401,77.49936587
226L,24,Jayaram Das Factory,12.93094676,77.50609263
226L,25,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226L,26,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226L,27,BWSSB Quarters,12.9397491,77.52345121
226L,28,Nayandahalli,12.94319771,77.52599614
226L,29,Quality Biscuits,12.94721895,77.53192391
226L,30,BHEL Gate,12.94965929,77.53658614
226L,31,Bapuji Nagara,12.95357632,77.54215453
226L,32,New Guddadahalli,12.95576633,77.54564716
226L,33,Azad Nagar,12.95724423,77.55133839
226L,34,Sirsi Circle,12.9604612,77.55693463
226L,35,Royan Circle,12.9611695558,77.5688594207
226L,36,Krishnarajendra Market,12.9613111,77.57513928
226M,1,Krishnarajendra Market,12.9613111,77.57513928
226M,2,Royan Circle,12.96037514,77.5677467
226M,3,Sirsi Circle,12.960183814261024,77.55936892478564
226M,4,Azad Nagar,12.95693822,77.55099839
226M,5,MCTC Bus Stand,12.954014306740685,77.54377264497066
226M,6,BHEL Gate,12.95056332,77.53801073
226M,7,Quality Biscuits,12.94654269,77.53085351
226M,8,Nayandahalli,12.94388,77.526633
226M,9,BWSSB Quarters,12.94026718,77.52427385
226M,10,Rajarajeshwarinagara Gate,12.9361908,77.51639508
226M,11,Bangalore Univercity Gate Mysore Road,12.93527067,77.5122855
226M,12,Jayaram Das Factory,12.93420372,77.51031073
226M,13,RV College,12.92957672,77.50527701
226M,14,Dubasi palya cross,12.922778445492817,77.49617267417909
226M,15,Mylasandra Cross,12.91712133,77.49038271
226M,16,Kengeri TTMC,12.91254179,77.4852129
226M,17,BMTC Depot-12 Gate Kengeri,12.9069696276769,77.474292057841
226M,18,Basavanagara,12.9011296481,77.4677955452
226M,19,Rajarajeshwari Medical College,12.8961797152,77.4608044513
226M,20,Anche Palya,12.8924284607141,77.457799969381
226M,21,Ramohalli Cross,12.8864083132564,77.4508427025091
226M,22,Kumbalgodu,12.8798605885772,77.4464653861152
226M,23,Pepsi Gate,12.8718140630275,77.439362483274
226M,24,Swaminarayana Gurukul,12.86645,77.43666
226M,25,Kanminike,12.8630327897331,77.433698632108
226M,26,Kanaminaki Colony,12.8582978714,77.4294098653
226M,27,Hejjala Cross,12.8553446755,77.4269697256
226M,28,Tibetian College,12.8502462645437,77.4242658803714
226M,29,Sheshagiri Halli Mysore Road,12.8434237149619,77.4213577348832
226M,30,Manchanayakanahalli,12.8339500840913,77.4144412223395
226M,31,Veeranjaneya Temple,12.8290508129,77.4123085197
226M,32,Lakshmisagar Gate,12.8222761229322,77.410818352732
226M,33,Kadumane Hotel,12.81533,77.40741
226M,34,Billakempana Halli,12.8120655113053,77.4040384236135
226M,35,Byramangala Cross,12.8035066277,77.3984627891
226M,36,Railway Station Bidadi,12.7994730218253,77.3907259064491
226M,37,Bidadi,12.7973839827,77.3847758956
226N,1,Bidadi,12.7973839827,77.3847758956
226N,2,Railway Station Bidadi,12.7997756334647,77.3908267311295
226N,3,Byramangala Cross,12.8036132455,77.398157604
226N,4,Billakempana Halli,12.8122179415847,77.403921068496
226N,5,Kadumane Hotel,12.8156213764586,77.4073496392469
226N,6,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226N,7,Veeranjaneya Temple,12.829629248,77.4122009799
226N,8,Manchanayakanahalli,12.8345341213396,77.414444485034
226N,9,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226N,10,Tibetian College,12.850510329,77.4241675716
226N,11,Hejjala Cross,12.8554914622692,77.4268159746134
226N,12,Kanaminaki Colony,12.858213385438,77.4290056389966
226N,13,Kanminike,12.8631888104552,77.4336216621738
226N,14,Swaminarayana Gurukul,12.86666,77.43666
226N,15,Pepsi Gate,12.8725439217,77.4395273253
226N,16,Kumbalagodu,12.8794301344213,77.4459705229486
226N,17,Ramohalli Cross,12.8862136215783,77.4503824798299
226N,18,Anche Palya,12.8924006799118,77.4574461787095
226N,19,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226N,20,Basavanagara,12.9009661616707,77.4670353515527
226N,21,Nice Road Junction Kengeri,12.90477465171,77.4706548703156
226N,22,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226N,23,Kengeri Police Station,12.91048265,77.48319013
226N,24,Kengeri TTMC,12.91390887,77.48630136
226N,25,Mylasandra Gate,12.91856635,77.49101582
226N,26,Dubasi Palya Cross,12.92298999,77.49609302
226N,27,RV College,12.92549401,77.49936587
226N,28,Jayaram Das Factory,12.93094676,77.50609263
226N,29,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226N,30,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226N,31,BWSSB Quarters,12.9397491,77.52345121
226N,32,Nayandahalli,12.94319771,77.52599614
226N,33,Quality Biscuits,12.94721895,77.53192391
226N,34,BHEL Gate,12.94965929,77.53658614
226N,35,Bapuji Nagara,12.95357632,77.54215453
226N,36,New Guddadahalli,12.95576633,77.54564716
226N,37,Azad Nagar,12.95724423,77.55133839
226N,38,Sirsi Circle,12.9604612,77.55693463
226N,39,Vinayaka Talkies KR Market,12.96328,77.56717
226N,40,Veterinary Hospital,12.965343995,77.56816037
226N,41,Goodshed Road Gate,12.9681187418378,77.5680068206731
226N,42,Kempegowda Bus Station,12.978062,77.572342
226NA,1,Kempaiahanapalya,12.7202914283,77.429375248
226NA,2,Railway Station Bidadi,12.7997756334647,77.3908267311295
226NA,3,Byramangala Cross,12.8036132455,77.398157604
226NA,4,Billakempana Halli,12.8122179415847,77.403921068496
226NA,5,Kadumane Hotel,12.8156213764586,77.4073496392469
226NA,6,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226NA,7,Veeranjaneya Temple,12.829629248,77.4122009799
226NA,8,Manchanayakanahalli,12.8345341213396,77.414444485034
226NA,9,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226NA,10,Tibetian College,12.850510329,77.4241675716
226NA,11,Hejjala Cross,12.8554914622692,77.4268159746134
226NA,12,Kanaminaki Colony,12.858213385438,77.4290056389966
226NA,13,Kanminike,12.8631888104552,77.4336216621738
226NA,14,Swaminarayana Gurukul,12.86666,77.43666
226NA,15,Pepsi Gate,12.8725439217,77.4395273253
226NA,16,Kumbalagodu,12.8794301344213,77.4459705229486
226NA,17,Ramohalli Cross,12.8862136215783,77.4503824798299
226NA,18,Anche Palya,12.8924006799118,77.4574461787095
226NA,19,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226NA,20,Basavanagara,12.9009661616707,77.4670353515527
226NA,21,Nice Road Junction Kengeri,12.90477465171,77.4706548703156
226NA,22,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226NA,23,Kengeri Police Station,12.91048265,77.48319013
226NA,24,Kengeri TTMC,12.91390887,77.48630136
226NA,25,Mylasandra Gate,12.91856635,77.49101582
226NA,26,Dubasi Palya Cross,12.92298999,77.49609302
226NA,27,RV College,12.92549401,77.49936587
226NA,28,Jayaram Das Factory,12.93094676,77.50609263
226NA,29,Bangalore University Gate Mysore Road,12.93579871,77.51334378
226NA,30,Rajarajeshwarinagara Gate,12.93650258,77.51879023
226NA,31,BWSSB Quarters,12.9397491,77.52345121
226NA,32,Nayandahalli,12.94319771,77.52599614
226NA,33,Quality Biscuits,12.94721895,77.53192391
226NA,34,BHEL Gate,12.94965929,77.53658614
226NA,35,Bapuji Nagara,12.95357632,77.54215453
226NA,36,New Guddadahalli,12.95576633,77.54564716
226NA,37,Azad Nagar,12.95724423,77.55133839
226NA,38,Sirsi Circle,12.9604612,77.55693463
226NA,39,Vinayaka Talkies KR Market,12.96328,77.56717
226NA,40,Veterinary Hospital,12.965343995,77.56816037
226NA,41,Goodshed Road Gate,12.9681187418378,77.5680068206731
226NA,42,Kempegowda Bus Station,12.978062,77.572342
226P,1,Karenahalli,12.8181387484,77.365743611
226P,2,Avaragere Cross,12.8015595954,77.3842085246
226P,3,Bidadi,12.796705,77.385581
226P,4,Railway Station Bidadi,12.7997756334647,77.3908267311295
226P,5,Byramangala Cross,12.8036132455,77.398157604
226P,6,Billakempana Halli,12.8122179415847,77.403921068496
226P,7,Kadumane Hotel,12.8156213764586,77.4073496392469
226P,8,Lakshmisagar Gate,12.8228534688536,77.4106817857518
226P,9,Veeranjaneya Temple,12.829629248,77.4122009799
226P,10,Manchanayakanahalli,12.8345341213396,77.414444485034
226P,11,Sheshagiri Halli Mysore Road,12.8437961731,77.4212977756
226P,12,Tibetian College,12.850510329,77.4241675716
226P,13,Hejjala Cross,12.8554914622692,77.4268159746134
226P,14,Kanaminaki Colony,12.858213385438,77.4290056389966
226P,15,Kanminike,12.8631888104552,77.4336216621738
226P,16,Swaminarayana Gurukul,12.86666,77.43666
226P,17,Pepsi Gate,12.8725439217,77.4395273253
226P,18,Kumbalagodu,12.8794301344213,77.4459705229486
226P,19,Ramohalli Cross,12.8871709774822,77.4511358198002
226P,20,Anche Palya,12.8924006799118,77.4574461787095
226P,21,Rajarajeshwari Medical College,12.8964744549296,77.4607825146586
226P,22,Basavanagara,12.9009661616707,77.4670353515527
226P,23,Nice Road Junction Kengeri,12.90477465171,77.4706548703156
226P,24,BMTC Depot-12 Gate Kengeri,12.9071372548267,77.4742181265853
226P,25,Kengeri Police Station,12.91048265,77.48319013
226P,26,Kengeri TTMC,12.91390887,77.48630136
226P,27,Mylasandra Gate,12.91856635,77.49101582
226P,28,Dubasi Palya Cross,12.92298999,77.49609302
226P,29,RV College,12.92549401,77.49936587
